brandenburg,buckingham,colosseum,brussels,notre_dame,westminster,pantheon,taj_mahal,temple,fountain
1.7596301125791665,2.4674890091946113,3.133174296608681,4.408311458987245,1.7821695736568668,3.042339342234984,1.6525742056319708,1.165034177999794,11.410101149499761,1.6872968502108463
1.5855323979589027,2.4035052620571125,3.0720232604053033,4.290779770489651,1.7450919751334504,2.759451528758531,1.6307385471452558,1.1428423913104038,11.171428520827586,1.654217321993976
1.5397281459195202,2.3907505941512497,2.9063669341862157,4.290779770489651,1.7174467747108941,2.5951175035375034,1.581335749832374,1.128327181394595,11.037250848633876,1.6300255762203242
1.4734427849132865,2.368004821224831,2.8499346372576415,4.091957045833243,1.653727420342256,2.592733170404289,1.5520105273986262,1.0596917097819847,10.953436723935976,1.6000567219612498
1.459301586415567,2.355276437703579,2.31963092198399,3.9888818900414447,1.5934638433395003,2.564451231498992,1.5339093501918153,1.0083118865188767,10.953436723935976,1.582980411498204
1.4148246962793551,2.3365694428013066,2.27515916447789,3.906125764874041,1.5616987921317216,2.5567105651029713,1.5147609169433667,0.9935359717276212,10.329255072752789,1.5667229356901973
1.3840574494850402,2.3076671233618935,2.1989512178344714,3.856175444900636,1.5327779333364866,2.38462872718398,1.4486992064146251,0.9644088684162841,9.876451039625486,1.5267749147944065
1.357173406468344,2.2880826591405268,1.9688949451310949,3.7987306599265067,1.499962795856031,2.276733622737211,1.4224462141826704,0.8926120009228257,9.78834000204449,1.5060845888578558
1.1956820248232305,2.256142479530131,1.9409396150981306,3.738395347721343,1.4537042988037576,2.2074974900049216,1.4136973358581668,0.8856859009087281,9.696035431400762,1.4064809309717676
1.1844687640438296,2.2288598887511224,1.8912841154549418,3.7079957630998583,1.410899342031582,2.063878766483606,1.4011402844167349,0.8249352053885158,9.290833611228681,1.3769308835514384
1.1396622353113515,2.160113021202742,1.870612148651708,3.650245823471876,1.383728636535621,2.026865452227001,1.3750669763166512,0.7169780732419744,9.072233951276596,1.3183875708371544
1.0306347019400184,2.1405851011902692,1.8114819242875326,3.4712455127072444,1.324849813098466,1.9939184260407898,1.3580365923556836,0.7055174235145354,9.01974207162635,1.288449060605265
1.001820095131452,2.1277909709409992,1.7787276253287756,3.3682977394148828,1.3016884521236414,1.9600300373550101,1.3341133172437798,0.6920792870329594,8.913117507158676,1.2309599330414809
0.9779189831398214,2.091087283521151,1.730609420029583,3.3355781486815324,1.2777715085328583,1.9111407577578063,1.3007498156783122,0.686394640501384,8.495625836867655,1.2047610178150414
0.9428628230421615,2.066989307668995,1.7041406376277377,3.213720105005639,1.2394596982451496,1.8221554230350165,1.2852886604781206,0.6679271976681593,8.369831830975869,1.1885159735258857
0.9241436835731467,2.022998611695962,1.6382716034248725,3.126098145402431,1.1980521943143903,1.7895991612935405,1.2184669423214434,0.6587039770460974,8.055996889870933,1.1549638457974136
0.916415792657085,1.9648736132509854,1.5629653295849846,3.059114803934505,1.1783881333453636,1.7518264642866637,1.2047529569403175,0.647819293067282,7.998068966756936,1.1367072121426183
0.8938535817617589,1.946764681821793,1.5379123680637785,3.0472768973384636,1.1549681464908075,1.6853113617058528,1.1907948334051262,0.6377875792099754,7.873433707345097,1.0938445505331518
0.8629673310129772,1.9093629336100857,1.5055071593758458,2.9826427598053855,1.1412646565882696,1.6030222301881032,1.1706864632304423,0.6277667573771427,7.703818781468662,1.0766107542976613
0.8489994649274512,1.8820985861088473,1.4669339380989308,2.909371919339316,1.1271337449981391,1.596319658054732,1.0856844133197572,0.625402564805098,7.554346506472353,1.0443892160734862
0.8346097526734011,1.8170794929616627,1.4466597321375578,2.8542809525606003,1.056494380891411,1.3708607656710967,1.046995068626446,0.6066619783616509,7.026711286569772,0.9927373728421717
0.8198630418236692,1.745582465296412,1.417283884711171,2.7069466351604983,1.0338984898403374,1.3096243707939998,1.0249886466574611,0.6066619783616509,6.838311588856371,0.9562302036677304
0.7881547504146773,1.7151501009621777,1.3679598896713563,2.6650133952430495,0.992892810803507,1.2899552491317539,1.0063379178872522,0.5717512351816824,6.720201449846024,0.9335952883790387
0.7702543280093154,1.624505716230707,1.3422787111846703,2.595570353982888,0.9847805359276195,1.246835670548091,0.9938307404160948,0.5367736208700283,6.3941562494254205,0.9189419473289309
0.75210480356766,1.5817138914317588,1.3031297770226062,2.5462487921448003,0.9536941862872338,1.1952068103837439,0.9524827534963164,0.5216091192426379,6.203254692082627,0.894359983975337
0.7340006356291522,1.5262079327231417,1.265866582650337,2.5258328383483373,0.9417035505126174,0.9949404583307274,0.8650908026372207,0.5197946679733118,5.970335995869351,0.8791612110176548
0.7207092660682015,1.4664752359370856,1.2431681389023141,2.4880811197566994,0.8944158451636419,0.9747053247905019,0.8358871439299163,0.5101098154302321,5.8076353519608,0.8332509699994756
0.6942370644834528,1.417727936869356,1.1668785013839362,2.466022289225163,0.8741023557582444,0.9635725609104668,0.8198246374396759,0.5012750275599733,5.568200940834264,0.7934976625071306
0.6784150516417095,1.3797672964973895,1.149028507993638,2.4281363619561387,0.8602619413497592,0.8853595495394753,0.783742233633781,0.486332940511586,5.414802385673522,0.7663352699951012
0.6119097209538629,1.3275119754036175,1.1276867712825702,2.18366961309169,0.8309679777847518,0.8679746665837886,0.7666530519741932,0.47709361984844717,5.253767184025126,0.7437520038974326
0.5392654805549392,1.2882767796528836,1.1031381476484596,2.125345049328145,0.7980637498169144,0.815539290406377,0.7240211344480996,0.43087553892461905,5.000945184536902,0.655225227884898
0.5213899698318908,1.2221628660846309,1.0473468024540369,2.054531739746943,0.7760481843604441,0.7677885681374597,0.7148752069635099,0.4273001219461498,4.795631540410878,0.6357584055599418
0.4889186153406006,1.1841716584414512,0.9782496640185201,2.023311021701797,0.7444530496001719,0.6896149271188561,0.6834673185524153,0.3635207919690701,4.533084092188046,0.6163225415083815
0.48079909576839974,1.1638824203026812,0.9321579569348987,1.839237282451358,0.7113190301991991,0.6367928511828587,0.6582839819222441,0.35173096960168193,4.473777159090719,0.5810183432414553
0.45796683166895263,1.106364165007334,0.86765596339997,1.7987640556923794,0.6756049656672548,0.6259360615871828,0.5978318865490359,0.34151210062034437,4.262576070266625,0.552141596777255
0.430203963437894,1.0564847935187993,0.83694727254123,1.7740208866627665,0.5644323274340791,0.6067941016495496,0.5808081447377867,0.2842083918514323,4.0189255286321455,0.5333854916896134
0.39919638473055435,1.0208383607115148,0.8058065909508186,1.5182876387784836,0.4831631042962103,0.5828420097426465,0.5168076478708304,0.24290525701469295,3.7825495985153186,0.4857709956132464
0.3655560100100115,0.9905319921874273,0.7681229100980054,1.350048592423628,0.409435201853692,0.5414702124719115,0.4866589073173181,0.23064791051681324,3.4975078285158894,0.45239021083437675
0.33488657165232555,0.9147737796128288,0.751938630334601,1.294543261784857,0.3855121601730819,0.5354284665545422,0.47112638097403653,0.21737102262331803,3.340642473809073,0.4189161557543297
0.31487082199461425,0.6306898904285423,0.6700389483843799,1.2180104709942599,0.3342580240403531,0.4916068843720385,0.4293483609061895,0.14448486009708975,3.287129993417824,0.3993350502650637
0.28699958042359924,0.5699762964859415,0.6426319592045432,1.2021988865605175,0.2996254044183778,0.4719432188430898,0.3750913806895345,0.13618272024523362,2.782244141090862,0.3712269332676333
0.2736586695299598,0.5323263995724419,0.5255642776367544,1.178460932671112,0.26769006790978167,0.4356738179922658,0.33502873696568164,0.12866957431684084,2.494264158961338,0.34992162002140087
0.24626029836849558,0.4867878404185802,0.4760096013297887,1.0733089951310983,0.2377141987379338,0.3997517743468552,0.3094526020986502,0.11948763138467429,2.131154424985862,0.31232724914315335
0.231133219311449,0.42968431980271493,0.42648498242826566,1.033677149984993,0.20776200237616765,0.3911995893260953,0.2683870950512333,0.10968316454053524,1.7979189733782481,0.27836427098926825
0.15312460814991635,0.36287618445569625,0.38603693733242395,0.7983187885968411,0.18188271366402806,0.3728641265632783,0.26074125150884014,0.09247014746110718,1.6318953979216813,0.23676209287249309
0.13558516930329576,0.2828509935368692,0.3412519637187369,0.734735669585433,0.1393255831525717,0.3546694310805437,0.14507352452329006,0.08079521635661731,1.3819295973261438,0.14896717906240456
0.11301570133919274,0.234781997077194,0.23860522714159987,0.5611095459844261,0.09779995547226604,0.265413395770787,0.11035048732697991,0.06774660117340363,1.0589480421886546,0.11744653447939746
0.09774029495388545,0.1764434964678762,0.20034729623429637,0.4861852688243397,0.08031211435801656,0.1883400318798042,0.08436038921828046,0.05294537264507787,0.8175486170782176,0.0912563651683809
0.06653782568601659,0.10359093841281027,0.13472621471561783,0.39686497134490056,0.05514531253226001,0.11371508410675123,0.055620145242096346,0.022361921662299875,0.6553320938591451,0.06880018933950101
0.022057228724846233,0.024743765207471683,0.005502261943279911,0.15685071082088015,0.0026715650290711247,0.017882917915508657,0.016000529146569166,0.008653047468952306,0.24449411565863072,0.017527800187168034
